"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f7860",-0.304954500001184,8.6582831317497,-5.75203152473405,3.43986687695442e-05,0.000244240547876778,1.93427461046898
"f4523",-0.22300633144067,9.5168304896641,-5.74929714994139,3.4575476804038e-05,0.000245317653141213,1.92901143170588
"f6167",0.136301161641418,9.91851802240934,5.74407356851114,3.49158677880372e-05,0.000247552995855677,1.91895433934939
"f773",0.198155366484671,7.77530239616306,5.74293086016972,3.49907942578928e-05,0.000247787785599655,1.91675379265612
"f7834",-0.178013270851405,9.1651720804658,-5.74275894874709,3.50020807889847e-05,0.000247787785599655,1.9164227234924
"f6397",-0.203753735598269,9.90085200778752,-5.7424089683247,3.5025069796635e-05,0.000247787785599655,1.91574871524044
"f329",0.390536276969614,10.3642127223862,5.7360015491572,3.54487329452206e-05,0.000250603560690887,1.9034062700578
"f398",-0.239464273122321,10.4252831145424,-5.73301835651655,3.56477954815223e-05,0.000251828605823914,1.89765804832216
"f8294",0.363447385471021,12.4422602731967,5.72967089166416,3.58725474216367e-05,0.000253233228547248,1.89120657983268
"f5210",0.192039218962682,9.266932124933,5.72830397591048,3.59647459315389e-05,0.000253622200311824,1.88857175627978
"f6735",0.385851521218971,7.12343062837639,5.7279149945865,3.59910276677673e-05,0.000253622200311824,1.88782192497183
"f10479",0.207226888100552,10.1787495646714,5.72759710081281,3.60125211385771e-05,0.000253622200311824,1.88720911345782
"f1687",-0.280586213417896,11.5269065485877,-5.72731677564566,3.60314855714239e-05,0.000253622200311824,1.88666871324623
"f1647",-0.226875949903555,7.11490004990144,-5.72643929018768,3.60909158669464e-05,0.00025385762996405,1.88497706583751
"f5446",-0.251445884445255,8.41631384558043,-5.72517930252421,3.61764302624786e-05,0.000254276060190227,1.88254784685147
"f4481",0.368253934618252,12.2133048034047,5.72339930936764,3.62975956256957e-05,0.000254944291346547,1.87911573047793
"f4848",-0.279369134794235,9.08745112797727,-5.72206662094544,3.63885883560495e-05,0.000255399790401296,1.87654582816347
"f6591",0.201275214165424,9.61725373401463,5.72108320900994,3.64558851366644e-05,0.000255688440621114,1.87464931251196
"f8657",-0.183318721927499,11.6141956219919,-5.71784704809554,3.66782553659767e-05,0.000257063525771587,1.86840749458569
"f8583",0.441748118918829,7.62211954225287,5.71645118206817,3.67746053543667e-05,0.000257554046101909,1.86571477832336
"f4794",0.281503050311932,7.46333037946755,5.71492440964648,3.68802920596267e-05,0.000257986232946418,1.86276925339909
"f8818",-0.405266303110132,11.4462529217942,-5.71437847674407,3.69181592681578e-05,0.000257986232946418,1.86171594119645
"f2242",-0.152625235881477,10.2222419614631,-5.71412277306017,3.69359093607902e-05,0.000257986232946418,1.8612225786018
"f19",-0.277184316470112,7.27893857883386,-5.71403594660702,3.69419385764626e-05,0.000257986232946418,1.86105505108131
"f2099",0.208206574815547,10.4325182155745,5.71074415585352,3.71712751371879e-05,0.000259402398635947,1.85470299532164
"f3766",-0.481894151636132,12.1217860807555,-5.71005357675543,3.72195744911161e-05,0.00025955406336774,1.8533702350329
"f3905",-0.386950691157381,10.1505247710388,-5.70382900088588,3.76578742401158e-05,0.000262366524688766,1.84135460719042
"f5870",0.254659591848968,8.88500933815041,5.7035649552691,3.7676584865746e-05,0.000262366524688766,1.84084479801837
"f7073",0.206233531381065,8.9712590118327,5.70015221688134,3.79192861480411e-05,0.000263868536799403,1.83425482313963
